Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Prices
549341,Yacht,Jeanneau,New,1999,12.75,4.29,Steel,Kochi,143,3061582
4916788,Sailboat,Yamaha,New,1991,18.76,3.75,Wood,Kochi,8,4097503
4910084,Fishing Boat,Bayliner,New,2007,33.61,8.12,Fiberglass,Visakhapatnam,67,150768
4189186,Sailboat,Sea Ray,Used,2005,12.25,2.49,Aluminum,Mumbai,319,2579142
4116357,Yacht,Sea Ray,Used,2018,27.37,4.07,Wood,Chennai,462,3502357
4115139,Yacht,Sea Ray,New,2015,25.79,5.64,Aluminum,Mumbai,149,3422539
3586758,Sailboat,Jeanneau,New,2021,29.27,6.83,Wood,Chennai,420,215018
2390394,Yacht,Boston Whaler,Used,1994,33.09,8.65,Wood,Kochi,87,3372591
881872,Jet Ski,Sea Ray,New,1990,30.69,3.22,Wood,Chennai,224,3167784
3440429,Sailboat,Sea Ray,New,1999,29.73,3.48,Fiberglass,Goa,243,1906860
2567144,Yacht,Jeanneau,New,2004,14.43,8.95,Wood,Goa,481,778953
2964684,Fishing Boat,Boston Whaler,Used,2003,35.58,9.86,Wood,Mumbai,197,1547997
4749077,Sailboat,Sea Ray,New,1992,39.61,6.05,Aluminum,Kochi,447,1553327
3871763,Sailboat,Boston Whaler,New,1994,19.62,6.31,Steel,Mumbai,159,2556682
390582,Jet Ski,Yamaha,New,1999,41.07,6.62,Aluminum,Kochi,393,1076498
580087,Sailboat,Bayliner,New,1999,26.16,4.89,Wood,Goa,472,1035658
4589437,Jet Ski,Jeanneau,New,2015,41.61,8.26,Fiberglass,Chennai,391,2137763
2501392,Yacht,Bayliner,New,2016,5.41,7.31,Fiberglass,Kochi,399,1325164
4086701,Yacht,Bayliner,Used,2021,20.56,5.06,Fiberglass,Kochi,389,4478375
967722,Fishing Boat,Sea Ray,Used,2001,36.05,4.32,Steel,Chennai,462,3454045
4675971,Yacht,Beneteau,New,2016,35.94,2.23,Wood,Goa,497,821187
1596216,Yacht,Beneteau,New,2009,33.58,5.53,Fiberglass,Kochi,466,155566
3051958,Motorboat,Bayliner,Used,1997,46.15,2.45,Steel,Mumbai,387,3413800
3046684,Motorboat,Beneteau,New,1995,25.27,8.36,Aluminum,Goa,154,2436542
4872810,Motorboat,Sea Ray,New,1992,18.48,9.87,Aluminum,Kochi,68,2112798
4193239,Motorboat,Boston Whaler,New,2017,23.27,3.75,Steel,Goa,277,816810
501783,Fishing Boat,Sea Ray,New,2023,25.05,4.94,Aluminum,Chennai,2,4312417
546952,Sailboat,Yamaha,New,2022,26.49,3.28,Aluminum,Kochi,420,2455139
4796910,Sailboat,Sea Ray,Used,1991,44.15,6.43,Aluminum,Chennai,438,4671552
4602325,Fishing Boat,Jeanneau,New,1990,7.12,8.84,Steel,Goa,433,2171222
2595977,Sailboat,Sea Ray,New,2002,46.96,2.48,Fiberglass,Goa,437,4448676
4128787,Fishing Boat,Jeanneau,New,2012,19.47,4.29,Fiberglass,Kochi,456,4648542
1870996,Motorboat,Yamaha,Used,2001,5.75,2.41,Wood,Chennai,247,2432935
2537144,Motorboat,Yamaha,Used,2012,47.95,3.44,Fiberglass,Mumbai,312,4533512
3922728,Fishing Boat,Beneteau,New,2020,12.82,7.61,Steel,Mumbai,402,112733
4346563,Motorboat,Bayliner,New,2009,12.46,4.6,Wood,Kochi,224,1043769
1282591,Motorboat,Sea Ray,Used,1997,31.42,7.56,Steel,Kochi,115,3492647
568783,Jet Ski,Beneteau,New,2000,47.79,5.38,Aluminum,Goa,483,1479482
3568276,Yacht,Sea Ray,New,1996,16.82,2.22,Steel,Mumbai,357,91487
2586736,Sailboat,Bayliner,Used,2018,33.9,3.23,Fiberglass,Visakhapatnam,362,4230517
1181354,Motorboat,Bayliner,Used,1990,9.79,4.35,Wood,Visakhapatnam,476,4814713
1193567,Sailboat,Bayliner,Used,1993,13.6,4.0,Fiberglass,Visakhapatnam,126,4817458
3878104,Sailboat,Sea Ray,Used,2020,45.2,5.86,Aluminum,Chennai,137,3582451
1640164,Yacht,Sea Ray,Used,2022,23.05,3.48,Fiberglass,Chennai,98,3186201
1482727,Yacht,Jeanneau,Used,2007,24.24,2.76,Wood,Chennai,182,3788998
307078,Fishing Boat,Jeanneau,New,2004,40.16,3.81,Aluminum,Chennai,3,4309278
2532447,Yacht,Boston Whaler,New,2009,30.38,6.69,Aluminum,Mumbai,118,3196594
1795214,Sailboat,Yamaha,Used,2013,5.56,8.68,Wood,Chennai,273,3790507
2020596,Yacht,Boston Whaler,New,1990,7.01,9.91,Wood,Kochi,401,4663850
4455958,Fishing Boat,Yamaha,Used,1995,21.82,3.11,Wood,Chennai,377,1778981
4893717,Jet Ski,Beneteau,New,2014,16.35,3.81,Fiberglass,Mumbai,422,441679
2814187,Yacht,Beneteau,Used,2011,29.53,2.65,Aluminum,Chennai,216,4999793
2906526,Yacht,Sea Ray,Used,1994,49.56,2.43,Steel,Chennai,46,2171437
481036,Motorboat,Jeanneau,New,2008,21.61,7.48,Steel,Goa,443,1396815
4185069,Motorboat,Jeanneau,New,2015,6.3,7.42,Steel,Kochi,7,266670
2970368,Motorboat,Sea Ray,Used,2001,6.8,3.15,Wood,Chennai,2,118037
2386638,Fishing Boat,Jeanneau,Used,1999,14.71,8.48,Fiberglass,Kochi,376,3648296
1543502,Jet Ski,Bayliner,Used,1999,36.61,2.44,Fiberglass,Chennai,413,829091
3529887,Sailboat,Sea Ray,Used,2023,37.46,5.67,Aluminum,Visakhapatnam,266,4860135
3365559,Sailboat,Jeanneau,New,2000,44.55,6.4,Aluminum,Kochi,139,4247737
4320690,Jet Ski,Beneteau,New,2021,44.46,6.02,Fiberglass,Goa,404,4136683
1177773,Yacht,Bayliner,Used,1999,9.38,6.38,Wood,Visakhapatnam,167,4356271
3453210,Fishing Boat,Beneteau,New,2008,35.04,4.74,Aluminum,Kochi,146,3830525
3311381,Motorboat,Bayliner,New,1991,42.59,4.85,Aluminum,Chennai,453,4905058
2780625,Sailboat,Yamaha,New,2017,37.75,5.41,Wood,Kochi,405,2513524
3826220,Fishing Boat,Yamaha,Used,2016,34.66,5.29,Steel,Goa,17,2318527
4860840,Jet Ski,Boston Whaler,New,2014,49.33,2.13,Steel,Chennai,388,1519881
212981,Jet Ski,Jeanneau,Used,2013,43.69,3.5,Fiberglass,Kochi,91,651783
3579978,Fishing Boat,Yamaha,Used,2013,13.77,2.25,Fiberglass,Mumbai,242,1105293
2255125,Motorboat,Sea Ray,New,1992,39.32,2.51,Steel,Kochi,195,4768459
1741753,Sailboat,Yamaha,Used,1999,21.18,4.79,Steel,Visakhapatnam,223,2245038
567117,Sailboat,Jeanneau,Used,2018,8.6,4.57,Fiberglass,Goa,241,2082316
1040737,Sailboat,Boston Whaler,Used,2009,23.3,6.92,Wood,Visakhapatnam,110,4587583
63659,Yacht,Bayliner,New,2010,39.32,3.36,Steel,Chennai,474,3184382
3108042,Sailboat,Bayliner,New,1993,49.1,9.76,Wood,Mumbai,166,2205020
2312939,Jet Ski,Sea Ray,Used,2002,43.63,2.37,Wood,Goa,352,3935009
2510148,Motorboat,Boston Whaler,Used,2013,12.81,7.01,Aluminum,Goa,175,1239037
832188,Fishing Boat,Jeanneau,Used,1993,35.24,3.28,Fiberglass,Goa,404,1807262
853436,Motorboat,Jeanneau,New,1995,48.07,2.92,Fiberglass,Chennai,87,951811
99452,Fishing Boat,Jeanneau,Used,2004,45.69,5.79,Aluminum,Mumbai,296,4090045
462147,Motorboat,Jeanneau,New,2004,8.36,4.52,Fiberglass,Goa,128,340089
3318445,Sailboat,Beneteau,New,2020,33.18,5.57,Aluminum,Chennai,82,283844
4451796,Yacht,Sea Ray,Used,2011,25.83,4.79,Wood,Kochi,296,3587931
2291017,Yacht,Boston Whaler,New,2008,13.86,7.16,Fiberglass,Chennai,338,3865240
3859397,Yacht,Boston Whaler,Used,2003,29.43,5.78,Wood,Kochi,141,4412576
2599123,Fishing Boat,Yamaha,New,2003,29.71,7.25,Aluminum,Chennai,193,4227920
4564575,Sailboat,Yamaha,New,1995,22.82,2.71,Steel,Mumbai,95,4980522
4832593,Jet Ski,Yamaha,Used,2003,32.51,4.32,Aluminum,Mumbai,73,3414063
2536163,Fishing Boat,Yamaha,New,2011,26.02,6.45,Wood,Kochi,397,3199389
1690727,Motorboat,Boston Whaler,New,2024,31.28,8.79,Wood,Visakhapatnam,171,3875113
331653,Jet Ski,Boston Whaler,Used,1993,33.52,9.65,Steel,Kochi,137,340664
1030917,Fishing Boat,Yamaha,Used,2005,8.63,9.19,Wood,Kochi,285,1724402
224132,Yacht,Yamaha,Used,1994,33.73,6.19,Wood,Mumbai,472,4619695
3269876,Jet Ski,Yamaha,Used,1992,33.76,5.83,Steel,Chennai,255,1497737
2790145,Yacht,Boston Whaler,New,1990,13.95,4.22,Aluminum,Mumbai,90,4398590
51369,Yacht,Beneteau,Used,2013,5.3,9.39,Steel,Mumbai,2,4179811
1225799,Jet Ski,Jeanneau,Used,2014,17.53,8.81,Aluminum,Visakhapatnam,133,2974916
3045115,Fishing Boat,Boston Whaler,Used,2023,24.12,7.34,Fiberglass,Chennai,106,3466599
4094548,Sailboat,Beneteau,New,2002,17.56,9.59,Fiberglass,Visakhapatnam,32,2052514
2612007,Fishing Boat,Boston Whaler,Used,1994,27.98,8.82,Aluminum,Mumbai,446,607427
601889,Jet Ski,Jeanneau,New,2011,33.96,2.14,Aluminum,Kochi,254,2762097
1650469,Jet Ski,Sea Ray,New,1995,16.95,4.3,Aluminum,Mumbai,21,1191182
2531340,Fishing Boat,Yamaha,Used,1996,42.79,4.28,Fiberglass,Chennai,384,1725207
4261210,Yacht,Beneteau,Used,1993,6.08,4.57,Fiberglass,Mumbai,175,2607444
3641887,Sailboat,Yamaha,Used,2008,25.64,6.07,Wood,Visakhapatnam,463,4731706
2476350,Yacht,Jeanneau,New,1990,49.9,6.71,Aluminum,Visakhapatnam,377,3923360
890536,Sailboat,Beneteau,New,2018,16.09,4.74,Aluminum,Visakhapatnam,301,3125674
4890008,Yacht,Jeanneau,New,2022,29.68,3.18,Wood,Kochi,40,1490556
2378403,Fishing Boat,Jeanneau,Used,2013,30.11,2.61,Steel,Kochi,444,4790300
567607,Jet Ski,Beneteau,New,1990,23.15,2.22,Fiberglass,Kochi,348,1969582
802344,Motorboat,Beneteau,New,2021,18.9,3.44,Fiberglass,Mumbai,36,2122531
1069096,Fishing Boat,Beneteau,New,1992,41.59,9.45,Aluminum,Visakhapatnam,250,773623
2394035,Sailboat,Jeanneau,New,2002,14.78,2.43,Fiberglass,Visakhapatnam,54,1348148
4194824,Fishing Boat,Boston Whaler,New,2006,10.55,3.45,Steel,Kochi,314,2243303
1169964,Sailboat,Bayliner,Used,1994,38.21,6.14,Steel,Goa,22,3023961
3660591,Yacht,Bayliner,Used,1998,20.3,3.06,Steel,Mumbai,210,206018
2381601,Yacht,Jeanneau,New,1994,33.84,5.89,Wood,Mumbai,439,3095773
1398551,Motorboat,Bayliner,Used,1999,37.89,6.11,Steel,Kochi,84,402985
2556622,Fishing Boat,Bayliner,New,2005,8.75,2.37,Wood,Visakhapatnam,297,3999849
1515147,Motorboat,Sea Ray,Used,2000,20.47,9.15,Fiberglass,Goa,109,822647
3492777,Yacht,Bayliner,Used,1999,25.67,4.96,Fiberglass,Chennai,324,2154357
4797548,Fishing Boat,Beneteau,New,2023,24.36,3.71,Aluminum,Chennai,172,2032874
4327556,Yacht,Jeanneau,Used,2008,18.02,5.13,Wood,Goa,14,655835
1834748,Sailboat,Yamaha,New,2008,35.22,9.33,Wood,Kochi,269,1421558
3043520,Fishing Boat,Yamaha,Used,1993,36.88,5.18,Wood,Mumbai,23,4567763
3619296,Motorboat,Beneteau,Used,2003,30.17,8.0,Fiberglass,Visakhapatnam,418,4526318
183771,Jet Ski,Sea Ray,New,1997,15.44,3.05,Fiberglass,Kochi,283,1747579
3492485,Fishing Boat,Jeanneau,New,2020,39.25,6.37,Wood,Kochi,346,4659326
4716895,Jet Ski,Yamaha,New,2008,10.31,2.21,Steel,Chennai,486,4397648
4966116,Fishing Boat,Beneteau,New,2019,24.65,3.96,Aluminum,Chennai,104,732273
2323675,Fishing Boat,Boston Whaler,New,2013,17.69,4.15,Steel,Mumbai,41,488584
3806326,Sailboat,Yamaha,Used,2022,37.98,9.64,Aluminum,Chennai,225,3087712
3040293,Jet Ski,Jeanneau,Used,2004,11.22,7.99,Steel,Kochi,382,68772
2192543,Sailboat,Yamaha,New,1992,13.13,3.2,Fiberglass,Goa,330,1433433
3237584,Jet Ski,Sea Ray,New,2014,23.92,6.59,Aluminum,Mumbai,389,2459162
4352429,Sailboat,Sea Ray,New,2000,45.31,6.09,Steel,Chennai,462,2872465
50139,Fishing Boat,Yamaha,New,2004,16.66,2.87,Steel,Goa,62,3714726
1003707,Fishing Boat,Sea Ray,New,2001,36.86,6.93,Aluminum,Visakhapatnam,159,1110418
4539778,Sailboat,Bayliner,Used,2017,25.38,5.27,Aluminum,Goa,370,3533328
4684241,Yacht,Sea Ray,Used,2010,12.0,3.73,Steel,Goa,151,1880241
2057387,Motorboat,Boston Whaler,Used,2006,16.31,3.53,Wood,Visakhapatnam,99,2863242
3071830,Motorboat,Yamaha,New,1996,43.32,9.04,Fiberglass,Chennai,231,3761315
2299521,Fishing Boat,Boston Whaler,Used,2000,11.77,4.34,Fiberglass,Goa,93,4742710
773882,Fishing Boat,Boston Whaler,Used,2003,49.13,3.35,Fiberglass,Kochi,185,1605815
312802,Fishing Boat,Yamaha,New,1994,27.95,7.23,Aluminum,Kochi,29,1831937
533482,Sailboat,Yamaha,New,2015,49.13,2.14,Steel,Kochi,238,2818695
678794,Sailboat,Yamaha,Used,2012,41.96,2.42,Fiberglass,Kochi,436,4574199
4810209,Sailboat,Sea Ray,New,1997,29.82,9.47,Fiberglass,Mumbai,130,293507
296386,Sailboat,Boston Whaler,New,1998,30.46,5.44,Steel,Goa,94,2921515
1732522,Motorboat,Sea Ray,New,2013,49.94,5.8,Aluminum,Chennai,110,3201675
2082454,Sailboat,Boston Whaler,Used,2000,47.4,3.68,Aluminum,Chennai,277,2749805
3790740,Motorboat,Yamaha,Used,2016,25.86,4.04,Fiberglass,Kochi,420,1446274
4617476,Jet Ski,Jeanneau,Used,2000,17.51,3.86,Steel,Mumbai,428,4502152
4974817,Fishing Boat,Yamaha,New,2015,8.01,6.71,Fiberglass,Visakhapatnam,449,3334472
2843844,Yacht,Sea Ray,New,1992,9.93,4.07,Fiberglass,Visakhapatnam,32,2195226
2837750,Yacht,Sea Ray,New,2018,48.4,5.73,Steel,Goa,251,944871
3342427,Fishing Boat,Beneteau,New,2017,29.27,6.99,Wood,Kochi,294,718224
758183,Jet Ski,Sea Ray,Used,2009,12.42,3.46,Aluminum,Visakhapatnam,490,3371750
4206616,Yacht,Boston Whaler,New,1995,45.91,5.61,Aluminum,Chennai,491,3567820
1602832,Yacht,Boston Whaler,New,2004,28.1,4.85,Fiberglass,Mumbai,258,4335027
2808607,Fishing Boat,Boston Whaler,New,2013,25.89,8.71,Wood,Visakhapatnam,258,2214882
4577799,Fishing Boat,Jeanneau,New,1991,13.54,3.55,Steel,Chennai,338,2724360
269155,Fishing Boat,Boston Whaler,Used,2016,14.48,5.39,Wood,Mumbai,190,2338910
332960,Fishing Boat,Bayliner,Used,2020,21.2,4.56,Fiberglass,Visakhapatnam,408,3034895
1927219,Yacht,Sea Ray,Used,1992,22.06,4.03,Aluminum,Chennai,403,4941274
4305328,Sailboat,Sea Ray,New,2004,48.93,2.5,Fiberglass,Chennai,241,2458185
4396020,Fishing Boat,Yamaha,New,2001,11.7,2.22,Aluminum,Mumbai,49,3569206
258524,Motorboat,Yamaha,New,1990,11.85,8.6,Steel,Mumbai,451,3084797
1805038,Fishing Boat,Yamaha,Used,1998,34.63,3.48,Steel,Mumbai,351,2697966
4991341,Fishing Boat,Yamaha,New,2019,33.97,9.51,Aluminum,Chennai,256,2342226
884877,Jet Ski,Yamaha,New,2014,49.79,3.89,Fiberglass,Chennai,55,2999191
364543,Motorboat,Jeanneau,New,2021,43.79,5.24,Wood,Chennai,134,2363559
4699137,Yacht,Yamaha,Used,2006,41.17,6.42,Aluminum,Kochi,26,117881
4037547,Jet Ski,Beneteau,Used,2020,14.7,2.41,Steel,Chennai,434,3312665
2375779,Sailboat,Sea Ray,New,2004,46.6,7.43,Steel,Visakhapatnam,316,573369
2135204,Sailboat,Beneteau,New,2001,34.24,8.26,Steel,Chennai,457,1113078
1533791,Yacht,Yamaha,New,2021,15.07,5.9,Wood,Visakhapatnam,219,60030
3209096,Motorboat,Yamaha,Used,1994,33.8,9.79,Steel,Kochi,7,4872177
2401925,Sailboat,Sea Ray,Used,2003,47.69,2.09,Fiberglass,Visakhapatnam,4,4512919
1998724,Motorboat,Sea Ray,New,2008,38.81,8.03,Wood,Chennai,183,2886115
3841153,Sailboat,Jeanneau,Used,1993,27.98,2.49,Wood,Goa,103,472707
2924093,Yacht,Jeanneau,New,1996,18.73,9.48,Fiberglass,Goa,281,4486175
3821594,Fishing Boat,Boston Whaler,Used,2011,14.86,7.02,Fiberglass,Goa,122,2276214
4394697,Jet Ski,Jeanneau,New,2012,10.35,6.73,Aluminum,Kochi,405,1231935
2622262,Sailboat,Beneteau,Used,2014,49.76,8.92,Aluminum,Goa,424,619030
1571179,Yacht,Jeanneau,Used,2004,11.74,6.63,Fiberglass,Visakhapatnam,449,4958615
721904,Jet Ski,Yamaha,New,2000,9.76,6.76,Aluminum,Visakhapatnam,15,4513587
2906277,Yacht,Beneteau,Used,2016,42.94,2.44,Aluminum,Mumbai,44,4778482
3928703,Motorboat,Sea Ray,Used,1995,21.2,4.88,Steel,Visakhapatnam,44,3922223
539227,Jet Ski,Beneteau,New,2010,36.34,4.61,Steel,Visakhapatnam,378,610356
4050251,Sailboat,Bayliner,Used,2008,44.83,5.88,Fiberglass,Mumbai,182,1176520
4242253,Sailboat,Yamaha,New,2004,33.95,4.44,Wood,Chennai,405,3816399
1734889,Fishing Boat,Yamaha,Used,1992,50.0,3.2,Aluminum,Chennai,445,3606825
438124,Jet Ski,Yamaha,New,2013,29.1,5.25,Fiberglass,Chennai,222,3924980
2296901,Sailboat,Yamaha,Used,2017,48.47,8.46,Steel,Goa,278,579806
3439280,Sailboat,Yamaha,New,2019,25.14,7.73,Aluminum,Goa,315,3146456
1140291,Yacht,Sea Ray,Used,2009,35.56,2.59,Fiberglass,Visakhapatnam,479,894180
2826520,Jet Ski,Bayliner,Used,1997,49.31,6.58,Steel,Kochi,488,447788
3748512,Yacht,Yamaha,Used,2007,31.6,9.37,Fiberglass,Chennai,286,3237470
1921930,Jet Ski,Sea Ray,New,1998,42.58,8.93,Aluminum,Goa,347,1718797
2152518,Sailboat,Yamaha,Used,1991,37.69,3.58,Fiberglass,Visakhapatnam,193,3466264
105724,Motorboat,Boston Whaler,Used,1998,39.05,5.98,Wood,Kochi,212,2725096
2508229,Sailboat,Beneteau,New,1991,35.25,3.28,Fiberglass,Mumbai,177,3190526
4449491,Yacht,Yamaha,Used,2019,16.08,7.4,Aluminum,Chennai,253,554937
594466,Jet Ski,Jeanneau,New,1994,19.56,3.16,Aluminum,Mumbai,117,1141161
3398339,Fishing Boat,Bayliner,New,1993,49.26,6.61,Aluminum,Kochi,199,3904740
1775839,Yacht,Bayliner,New,1995,8.07,5.18,Aluminum,Goa,353,2482533
1205123,Fishing Boat,Yamaha,Used,2002,45.92,4.09,Steel,Mumbai,424,4996830
3984554,Jet Ski,Bayliner,Used,2011,39.16,6.6,Fiberglass,Kochi,54,3801287
681881,Sailboat,Sea Ray,New,2021,19.14,3.35,Aluminum,Chennai,414,3062349
1439186,Motorboat,Bayliner,New,1993,34.46,4.54,Steel,Visakhapatnam,120,4055142
3080104,Sailboat,Boston Whaler,New,2004,48.18,7.72,Aluminum,Chennai,414,480169
227276,Jet Ski,Beneteau,Used,1997,45.88,4.07,Fiberglass,Chennai,313,165703
2728267,Motorboat,Bayliner,New,1990,49.5,8.13,Wood,Mumbai,360,1776657
698484,Sailboat,Yamaha,Used,1995,16.89,4.87,Fiberglass,Kochi,124,1750572
1420121,Fishing Boat,Beneteau,New,1996,26.7,2.65,Steel,Mumbai,206,1552158
2229966,Jet Ski,Boston Whaler,New,2020,11.95,5.86,Wood,Chennai,163,1955232
1570398,Fishing Boat,Beneteau,New,2011,14.03,3.73,Aluminum,Goa,10,3236245
2402467,Motorboat,Sea Ray,New,2007,10.28,8.83,Wood,Visakhapatnam,248,1603326
1054301,Fishing Boat,Sea Ray,Used,2007,34.86,9.54,Aluminum,Goa,449,3319933
3056557,Yacht,Jeanneau,New,2022,8.56,7.17,Aluminum,Mumbai,216,2164664
3564590,Yacht,Bayliner,Used,2019,28.28,8.72,Wood,Goa,321,4387984
191318,Motorboat,Jeanneau,Used,2024,11.45,5.72,Steel,Goa,180,3059111
4291298,Motorboat,Beneteau,Used,2024,43.19,8.45,Wood,Goa,250,4012996
1369271,Motorboat,Jeanneau,New,2014,9.36,7.12,Steel,Chennai,1,77391
318609,Motorboat,Bayliner,New,2003,40.24,6.51,Steel,Visakhapatnam,183,4476018
2425271,Jet Ski,Jeanneau,Used,1991,33.99,5.7,Fiberglass,Chennai,415,4229793
3152004,Jet Ski,Beneteau,Used,1998,46.46,3.31,Wood,Chennai,365,1705659
2184456,Motorboat,Jeanneau,Used,2002,33.43,7.43,Wood,Visakhapatnam,69,4778446
4617084,Motorboat,Jeanneau,New,1993,26.25,6.38,Fiberglass,Visakhapatnam,423,3683934
3851205,Sailboat,Bayliner,Used,2004,36.16,9.36,Wood,Chennai,260,4647500
1245803,Jet Ski,Beneteau,New,2007,10.25,9.66,Wood,Kochi,94,1405221
4059935,Jet Ski,Bayliner,Used,2011,12.95,6.78,Wood,Kochi,277,2906140
4384047,Fishing Boat,Yamaha,New,2014,39.34,5.63,Fiberglass,Goa,130,565964
3528504,Fishing Boat,Beneteau,New,1999,49.13,3.28,Fiberglass,Mumbai,289,3916734
585452,Jet Ski,Bayliner,New,2007,12.6,7.71,Wood,Goa,149,133478
3004796,Sailboat,Beneteau,New,1992,40.77,6.71,Wood,Mumbai,373,1659964
4678505,Fishing Boat,Beneteau,Used,2012,16.5,6.76,Fiberglass,Goa,449,2645730
1750645,Fishing Boat,Boston Whaler,New,2007,47.91,3.51,Wood,Chennai,435,3694962
2359079,Fishing Boat,Boston Whaler,New,2010,42.28,4.19,Wood,Goa,63,327511
3762961,Yacht,Boston Whaler,Used,2009,5.15,9.0,Aluminum,Kochi,330,3033684
2126126,Fishing Boat,Boston Whaler,New,2021,18.93,7.93,Fiberglass,Chennai,145,1002717
1631833,Sailboat,Boston Whaler,Used,1999,43.78,6.06,Steel,Kochi,312,798189
1401077,Motorboat,Boston Whaler,New,1998,28.94,7.88,Wood,Goa,238,1664173
108876,Sailboat,Beneteau,New,2010,8.86,3.25,Wood,Goa,29,4468519
922496,Motorboat,Jeanneau,Used,2007,45.69,8.12,Wood,Kochi,433,2179556
3271112,Jet Ski,Beneteau,Used,2001,16.39,8.23,Aluminum,Mumbai,432,1450819
3892006,Sailboat,Jeanneau,New,2018,40.72,8.22,Steel,Mumbai,304,1307940
2703728,Jet Ski,Bayliner,Used,2022,35.65,5.44,Wood,Chennai,98,4562432
1992260,Motorboat,Bayliner,New,1996,21.62,9.99,Aluminum,Goa,442,2320467
3623433,Fishing Boat,Boston Whaler,Used,2018,40.6,2.04,Wood,Visakhapatnam,75,2785544
3592323,Sailboat,Jeanneau,New,1991,35.95,9.02,Wood,Goa,222,481675
3916464,Motorboat,Boston Whaler,Used,1999,38.12,9.38,Aluminum,Kochi,63,4495932
428802,Yacht,Beneteau,New,2023,18.81,4.95,Fiberglass,Kochi,499,4312501
1293017,Sailboat,Boston Whaler,New,2023,44.06,6.9,Fiberglass,Chennai,122,4324801
253325,Jet Ski,Yamaha,New,1998,25.27,8.11,Steel,Kochi,395,3326318
4496122,Fishing Boat,Yamaha,New,2001,21.95,8.17,Wood,Kochi,27,2612852
89335,Motorboat,Yamaha,New,2006,8.95,6.25,Steel,Mumbai,354,1803742
3676468,Jet Ski,Sea Ray,New,2021,38.46,6.18,Aluminum,Kochi,29,4067446
4037686,Motorboat,Jeanneau,Used,1992,36.7,3.46,Aluminum,Kochi,436,4360634
3083081,Fishing Boat,Yamaha,New,2016,36.9,8.44,Steel,Kochi,280,2415739
2107017,Fishing Boat,Jeanneau,Used,2014,20.57,7.4,Aluminum,Visakhapatnam,470,2711759
116103,Jet Ski,Yamaha,New,2002,18.45,3.45,Steel,Mumbai,213,1438928
2611458,Motorboat,Jeanneau,Used,2012,29.73,7.32,Wood,Visakhapatnam,472,78291
4391941,Jet Ski,Beneteau,New,2009,20.2,9.6,Steel,Goa,284,2428456
2935471,Jet Ski,Beneteau,Used,2000,16.89,5.93,Fiberglass,Kochi,336,4396233
2794127,Motorboat,Beneteau,Used,2009,31.43,5.82,Steel,Visakhapatnam,271,3879884
4170189,Motorboat,Bayliner,New,2004,34.01,4.4,Fiberglass,Chennai,494,4320623
2312473,Sailboat,Boston Whaler,Used,2004,21.99,7.93,Wood,Mumbai,128,3091528
1985782,Motorboat,Bayliner,New,1990,16.82,8.82,Aluminum,Kochi,117,3244955
1185023,Yacht,Bayliner,Used,2007,31.46,5.73,Wood,Chennai,387,1408505
3327798,Motorboat,Boston Whaler,New,2017,26.68,5.07,Wood,Visakhapatnam,318,3944497
495036,Fishing Boat,Jeanneau,Used,1996,13.88,3.02,Steel,Kochi,300,3440918
2850769,Jet Ski,Yamaha,Used,2008,9.47,3.63,Aluminum,Goa,478,1064387
498321,Motorboat,Yamaha,Used,1995,25.66,7.56,Wood,Goa,313,1763172
2076392,Motorboat,Boston Whaler,New,2004,32.65,8.06,Wood,Visakhapatnam,411,4945474
4056917,Jet Ski,Jeanneau,New,2004,20.26,9.27,Steel,Kochi,434,1314449
3903334,Yacht,Beneteau,New,1999,11.62,6.78,Steel,Goa,142,3112844
354437,Sailboat,Sea Ray,New,2017,26.51,5.95,Fiberglass,Chennai,207,1761310
4244878,Fishing Boat,Bayliner,New,2012,10.3,3.26,Steel,Mumbai,335,4798730
3612464,Yacht,Boston Whaler,Used,2001,26.25,9.16,Steel,Chennai,495,2375022
3147524,Motorboat,Yamaha,Used,2001,39.64,2.1,Aluminum,Visakhapatnam,107,1737070
721740,Fishing Boat,Yamaha,New,1991,39.75,6.96,Steel,Chennai,106,2046674
367604,Jet Ski,Boston Whaler,Used,1992,24.14,5.14,Aluminum,Visakhapatnam,49,4943324
3763585,Jet Ski,Jeanneau,Used,1992,34.19,4.53,Fiberglass,Goa,120,4474251
2536379,Fishing Boat,Boston Whaler,Used,2015,43.49,8.03,Fiberglass,Kochi,364,477073
4367044,Jet Ski,Jeanneau,New,2024,22.98,6.01,Wood,Kochi,404,3235354
4293055,Jet Ski,Jeanneau,New,2012,16.43,9.99,Aluminum,Kochi,321,634297
1090196,Jet Ski,Sea Ray,New,2007,47.4,9.52,Steel,Mumbai,360,1602057
585421,Yacht,Yamaha,Used,2017,23.46,7.69,Aluminum,Goa,335,4566830
2005791,Sailboat,Sea Ray,Used,1990,10.76,6.01,Aluminum,Mumbai,218,2691651
126809,Jet Ski,Yamaha,Used,2018,8.94,6.04,Fiberglass,Visakhapatnam,108,1517969
4289377,Sailboat,Sea Ray,Used,2001,27.28,2.11,Wood,Mumbai,321,136818
4188708,Motorboat,Beneteau,Used,2009,42.12,4.35,Wood,Chennai,186,2479569
4628358,Motorboat,Boston Whaler,New,1995,17.66,6.91,Fiberglass,Chennai,363,4865674
1545776,Fishing Boat,Yamaha,New,2001,5.9,7.24,Wood,Chennai,108,4799122
